航班ID,日期,国际/国内,航班号,起飞机场,降落机场,起飞时间,降落时间,飞机ID,机型,旅客数,联程旅客数,座位数,重要系数
253,2017/5/7,国内,438,49,62,2017/5/7 16:00,2017/5/7 17:45,74,2,67,0,161,1.0 
254,2017/5/8,国内,438,49,62,2017/5/8 16:00,2017/5/8 17:45,41,1,29,0,119,1.0 
255,2017/5/5,国内,448,62,49,2017/5/5 21:45,2017/5/5 23:35,93,2,79,0,155,1.0 
256,2017/5/8,国内,448,62,49,2017/5/8 21:45,2017/5/8 23:35,29,3,98,0,163,1.0 
257,2017/5/6,国内,455,50,62,2017/5/6 18:30,2017/5/6 19:50,44,1,44,0,119,1.0 
258,2017/5/5,国内,443,50,62,2017/5/5 11:35,2017/5/5 12:55,83,2,106,0,161,1.0 
259,2017/5/6,国内,443,50,62,2017/5/6 11:35,2017/5/6 12:55,73,2,53,0,161,1.0 
260,2017/5/7,国内,443,50,62,2017/5/7 11:35,2017/5/7 12:55,38,2,49,0,161,1.0 
261,2017/5/8,国内,443,50,62,2017/5/8 11:35,2017/5/8 12:55,39,2,95,0,161,1.0 
262,2017/5/5,国际,451,27,49,2017/5/5 14:05,2017/5/5 16:45,14,2,87,18,161,1.5 
263,2017/5/7,国际,451,27,49,2017/5/7 14:05,2017/5/7 16:45,14,2,69,15,161,1.5 
264,2017/5/5,国际,451,49,22,2017/5/5 17:45,2017/5/5 22:10,14,2,70,18,161,1.5 
265,2017/5/7,国际,451,49,22,2017/5/7 17:45,2017/5/7 22:10,14,2,66,15,161,1.5 
266,2017/5/8,国内,439,62,49,2017/5/8 19:00,2017/5/8 20:55,31,1,42,0,119,1.0 
267,2017/5/5,国际,454,22,49,2017/5/5 8:55,2017/5/5 13:15,8,2,103,15,161,1.5 
268,2017/5/7,国际,454,22,49,2017/5/7 8:55,2017/5/7 13:15,8,2,119,30,161,1.5 
269,2017/5/5,国内,432,62,49,2017/5/5 15:20,2017/5/5 17:10,47,2,120,0,161,1.0 
270,2017/5/6,国内,432,62,49,2017/5/6 15:20,2017/5/6 17:10,91,2,58,0,155,1.0 
271,2017/5/7,国内,432,62,49,2017/5/7 15:20,2017/5/7 17:10,41,1,56,0,119,1.0 
272,2017/5/8,国内,432,62,49,2017/5/8 15:20,2017/5/8 17:10,80,2,39,0,161,1.0 
273,2017/5/6,国内,439,62,49,2017/5/6 19:00,2017/5/6 21:00,94,2,41,0,161,1.0 
274,2017/5/7,国内,444,62,50,2017/5/7 15:05,2017/5/7 16:30,96,2,68,0,161,1.0 
275,2017/5/5,国际,17,14,49,2017/5/5 20:45,2017/5/5 22:05,106,2,111,0,161,1.5 
276,2017/5/6,国际,17,14,49,2017/5/6 20:45,2017/5/6 22:05,93,2,91,0,155,1.5 
277,2017/5/5,国内,29,60,79,2017/5/5 11:00,2017/5/5 12:30,123,2,115,45,183,1.0 
278,2017/5/6,国内,29,60,79,2017/5/6 11:00,2017/5/6 12:30,53,2,106,25,161,1.0 
279,2017/5/7,国内,29,60,79,2017/5/7 11:00,2017/5/7 12:30,122,2,78,24,183,1.0 
280,2017/5/8,国内,29,60,79,2017/5/8 11:00,2017/5/8 12:30,126,2,87,43,183,1.0 
281,2017/5/5,国内,32,49,79,2017/5/5 7:50,2017/5/5 11:10,107,2,92,0,161,1.0 
282,2017/5/6,国内,32,49,79,2017/5/6 7:50,2017/5/6 11:10,68,2,71,0,161,1.0 
283,2017/5/7,国内,32,49,79,2017/5/7 7:50,2017/5/7 11:10,36,2,101,0,161,1.0 
284,2017/5/8,国内,32,49,79,2017/5/8 7:50,2017/5/8 11:10,67,2,120,0,161,1.0 
285,2017/5/5,国际,2,14,49,2017/5/5 12:20,2017/5/5 13:40,109,2,86,0,161,1.5 
286,2017/5/6,国际,2,14,49,2017/5/6 12:20,2017/5/6 13:40,18,2,88,0,161,1.5 
287,2017/5/7,国际,2,14,49,2017/5/7 12:20,2017/5/7 13:40,94,2,84,0,161,1.5 
288,2017/5/8,国际,2,14,49,2017/5/8 12:20,2017/5/8 13:40,102,2,66,0,161,1.5 
289,2017/5/5,国际,8,17,49,2017/5/5 9:00,2017/5/5 11:55,15,2,111,0,161,1.5 
290,2017/5/6,国际,8,17,49,2017/5/6 9:00,2017/5/6 11:55,108,2,116,0,161,1.5 
291,2017/5/7,国际,8,17,49,2017/5/7 9:00,2017/5/7 11:55,19,2,103,0,161,1.5 
292,2017/5/8,国际,8,17,49,2017/5/8 9:00,2017/5/8 11:55,109,2,84,0,161,1.5 
293,2017/5/5,国际,18,61,14,2017/5/5 9:50,2017/5/5 11:15,85,2,151,0,155,1.5 
294,2017/5/6,国际,18,61,14,2017/5/6 9:50,2017/5/6 11:15,17,2,90,0,161,1.5 
295,2017/5/7,国际,18,61,14,2017/5/7 9:50,2017/5/7 11:15,17,2,94,0,161,1.5 
296,2017/5/8,国际,18,61,14,2017/5/8 9:50,2017/5/8 11:15,116,2,86,0,161,1.5 
297,2017/5/7,国际,30,49,23,2017/5/7 22:00,2017/5/8 7:15,22,4,181,0,213,2.0 
298,2017/5/5,国际,9,63,14,2017/5/5 15:30,2017/5/5 17:05,91,2,20,0,155,1.5 
299,2017/5/8,国际,9,63,14,2017/5/8 15:30,2017/5/8 17:05,19,2,31,0,161,1.5 
300,2017/5/7,国际,19,14,61,2017/5/7 12:15,2017/5/7 13:40,17,2,113,0,161,1.5 
301,2017/5/5,国内,31,79,60,2017/5/5 16:40,2017/5/5 18:20,37,2,78,87,161,1.0 
302,2017/5/6,国内,31,79,60,2017/5/6 16:40,2017/5/6 18:20,69,2,62,78,161,1.0 
303,2017/5/8,国内,31,79,60,2017/5/8 16:40,2017/5/8 18:20,55,2,59,28,161,1.0 
304,2017/5/8,国际,10,14,63,2017/5/8 18:05,2017/5/8 19:45,19,2,56,0,161,1.5 
305,2017/5/5,国际,10,14,63,2017/5/5 18:05,2017/5/5 19:45,91,2,26,0,155,1.5 
306,2017/5/6,国际,12,49,24,2017/5/6 21:50,2017/5/7 7:15,22,4,210,0,213,2.0 
307,2017/5/5,国际,19,14,61,2017/5/5 12:15,2017/5/5 13:40,85,2,83,0,155,1.5 
308,2017/5/6,国际,19,14,61,2017/5/6 12:15,2017/5/6 13:40,17,2,91,0,161,1.5 
309,2017/5/8,国际,19,14,61,2017/5/8 12:15,2017/5/8 13:40,116,2,67,0,161,1.5 
310,2017/5/5,国内,31,60,50,2017/5/5 19:20,2017/5/5 21:30,37,2,66,87,161,1.0 
311,2017/5/6,国内,31,60,50,2017/5/6 19:20,2017/5/6 21:30,69,2,72,78,161,1.0 
312,2017/5/5,国际,16,49,14,2017/5/5 18:30,2017/5/5 19:45,106,2,140,0,161,1.5 
313,2017/5/6,国际,16,49,14,2017/5/6 18:30,2017/5/6 19:45,93,2,87,0,155,1.5 
314,2017/5/7,国际,16,49,14,2017/5/7 18:30,2017/5/7 19:45,7,2,88,0,161,1.5 
315,2017/5/8,国际,16,49,14,2017/5/8 18:30,2017/5/8 19:45,6,2,63,0,161,1.5 
316,2017/5/7,国际,21,24,49,2017/5/7 9:15,2017/5/7 18:55,22,4,191,0,213,2.0 
317,2017/5/8,国内,31,60,50,2017/5/8 19:20,2017/5/8 21:30,55,2,37,28,161,1.0 
318,2017/5/5,国内,29,50,60,2017/5/5 8:05,2017/5/5 10:10,123,2,62,45,183,1.0 
319,2017/5/6,国内,29,50,60,2017/5/6 8:05,2017/5/6 10:10,53,2,103,25,161,1.0 
320,2017/5/7,国内,29,50,60,2017/5/7 8:05,2017/5/7 10:10,122,2,45,24,183,1.0 
321,2017/5/8,国内,29,50,60,2017/5/8 8:05,2017/5/8 10:10,126,2,45,43,183,1.0 
322,2017/5/7,国内,31,79,60,2017/5/7 16:40,2017/5/7 18:20,135,2,52,95,183,1.0 
323,2017/5/8,国际,17,14,49,2017/5/8 20:45,2017/5/8 22:05,6,2,82,0,161,1.5 
324,2017/5/7,国内,31,60,50,2017/5/7 19:20,2017/5/7 21:30,135,2,84,95,183,1.0 
325,2017/5/5,国际,1,49,14,2017/5/5 10:00,2017/5/5 11:20,109,2,134,0,161,1.5 
326,2017/5/6,国际,1,49,14,2017/5/6 10:00,2017/5/6 11:20,18,2,133,0,161,1.5 
327,2017/5/7,国际,1,49,14,2017/5/7 10:00,2017/5/7 11:20,94,2,97,0,161,1.5 
328,2017/5/8,国际,1,49,14,2017/5/8 10:00,2017/5/8 11:20,102,2,114,0,161,1.5 
329,2017/5/5,国际,7,49,17,2017/5/5 19:55,2017/5/5 23:00,108,2,84,0,161,1.5 
330,2017/5/6,国际,7,49,17,2017/5/6 19:55,2017/5/6 23:00,19,2,70,0,161,1.5 
331,2017/5/7,国际,7,49,17,2017/5/7 19:55,2017/5/7 23:00,109,2,106,0,161,1.5 
332,2017/5/8,国际,7,49,17,2017/5/8 19:55,2017/5/8 23:00,94,2,107,0,161,1.5 
333,2017/5/7,国际,17,14,49,2017/5/7 20:45,2017/5/7 22:05,7,2,125,0,161,1.5 
334,2017/5/5,国内,49,49,60,2017/5/5 12:10,2017/5/5 14:40,48,2,62,19,161,1.0 
335,2017/5/6,国内,49,49,60,2017/5/6 12:10,2017/5/6 14:40,141,2,41,63,183,1.0 
336,2017/5/7,国内,49,49,60,2017/5/7 12:10,2017/5/7 14:40,37,2,74,37,161,1.0 
337,2017/5/8,国内,49,49,60,2017/5/8 12:10,2017/5/8 14:40,134,2,89,37,183,1.0 
338,2017/5/5,国内,41,54,78,2017/5/5 11:05,2017/5/5 12:10,101,2,119,43,161,1.0 
339,2017/5/6,国内,41,54,78,2017/5/6 11:05,2017/5/6 12:10,117,2,78,62,161,1.0 
340,2017/5/8,国内,41,54,78,2017/5/8 11:05,2017/5/8 12:10,104,2,101,40,161,1.0 
341,2017/5/6,国内,45,60,78,2017/5/6 21:55,2017/5/6 22:50,58,2,81,69,161,1.0 
342,2017/5/8,国内,45,60,78,2017/5/8 21:55,2017/5/8 22:50,18,2,24,28,161,1.0 
343,2017/5/6,国际,50,49,1,2017/5/6 21:40,2017/5/7 9:40,20,4,202,0,213,2.0 
344,2017/5/8,国际,50,49,1,2017/5/8 21:40,2017/5/9 9:40,22,4,212,0,213,2.0 
345,2017/5/5,国内,52,55,77,2017/5/5 15:10,2017/5/5 17:20,64,2,57,71,161,1.0 
346,2017/5/7,国内,41,50,54,2017/5/7 8:05,2017/5/7 10:20,136,2,31,32,183,1.0 
347,2017/5/5,国内,45,49,60,2017/5/5 18:35,2017/5/5 21:10,92,2,54,9,155,1.0 
348,2017/5/7,国内,45,49,60,2017/5/7 18:35,2017/5/7 21:10,103,2,46,72,161,1.0 
349,2017/5/5,国内,51,76,60,2017/5/5 18:05,2017/5/5 20:05,48,2,65,47,161,1.0 
350,2017/5/7,国内,51,76,60,2017/5/7 18:05,2017/5/7 20:05,37,2,47,35,161,1.0 
351,2017/5/7,国内,52,55,77,2017/5/7 15:10,2017/5/7 17:20,6,2,38,55,161,1.0 
352,2017/5/8,国内,52,55,77,2017/5/8 15:10,2017/5/8 17:20,35,2,25,71,161,1.0 
353,2017/5/7,国内,41,54,78,2017/5/7 11:05,2017/5/7 12:10,136,2,112,32,183,1.0 
354,2017/5/5,国内,51,60,49,2017/5/5 21:00,2017/5/5 23:25,48,2,71,47,161,1.0 
355,2017/5/7,国内,51,60,49,2017/5/7 21:00,2017/5/7 23:25,37,2,70,35,161,1.0 
356,2017/5/7,国内,53,77,55,2017/5/7 18:10,2017/5/7 20:35,6,2,21,67,161,1.0 
357,2017/5/5,国内,45,60,78,2017/5/5 21:55,2017/5/5 22:50,92,2,142,9,155,1.0 
358,2017/5/7,国内,45,60,78,2017/5/7 21:55,2017/5/7 22:50,103,2,36,72,161,1.0 
359,2017/5/7,国内,53,55,49,2017/5/7 21:20,2017/5/7 23:30,6,2,26,67,161,1.0 
360,2017/5/7,国内,42,78,54,2017/5/7 13:10,2017/5/7 14:20,136,2,50,38,183,1.0 
361,2017/5/7,国内,42,54,50,2017/5/7 15:05,2017/5/7 17:15,136,2,77,38,183,1.0 
362,2017/5/8,国内,51,76,60,2017/5/8 18:05,2017/5/8 20:05,134,2,70,15,183,1.0 
363,2017/5/5,国内,53,77,55,2017/5/5 18:10,2017/5/5 20:35,64,2,20,116,161,1.0 
364,2017/5/8,国内,53,77,55,2017/5/8 18:10,2017/5/8 20:35,35,2,44,84,161,1.0 
365,2017/5/5,国内,42,78,54,2017/5/5 13:10,2017/5/5 14:20,101,2,82,50,161,1.0 
366,2017/5/8,国内,42,78,54,2017/5/8 13:10,2017/5/8 14:20,104,2,63,31,161,1.0 
367,2017/5/6,国内,46,78,60,2017/5/6 8:45,2017/5/6 9:55,92,2,73,54,155,1.0 
368,2017/5/6,国内,46,60,49,2017/5/6 10:50,2017/5/6 13:20,92,2,58,54,155,1.0 
369,2017/5/8,国内,51,60,49,2017/5/8 21:00,2017/5/8 23:25,134,2,23,15,183,1.0 
370,2017/5/8,国内,33,79,49,2017/5/8 11:55,2017/5/8 15:35,67,2,101,0,161,1.0 
371,2017/5/5,国内,42,54,50,2017/5/5 15:05,2017/5/5 17:15,101,2,117,50,161,1.0 
372,2017/5/8,国内,42,54,50,2017/5/8 15:05,2017/5/8 17:15,104,2,58,31,161,1.0 
373,2017/5/5,国内,33,79,49,2017/5/5 11:55,2017/5/5 15:35,107,2,95,0,161,1.0 
374,2017/5/7,国内,46,78,60,2017/5/7 8:45,2017/5/7 9:55,57,2,117,26,161,1.0 
375,2017/5/6,国内,51,76,60,2017/5/6 18:05,2017/5/6 20:05,141,2,72,23,183,1.0 
376,2017/5/6,国内,51,60,49,2017/5/6 21:00,2017/5/6 23:25,141,2,54,23,183,1.0 
377,2017/5/7,国内,33,79,49,2017/5/7 11:55,2017/5/7 15:35,36,2,70,0,161,1.0 
378,2017/5/7,国内,46,60,49,2017/5/7 10:50,2017/5/7 13:20,57,2,121,26,161,1.0 
379,2017/5/5,国内,52,49,55,2017/5/5 12:20,2017/5/5 14:25,64,2,59,71,161,1.0 
380,2017/5/7,国内,52,49,55,2017/5/7 12:20,2017/5/7 14:25,6,2,22,55,161,1.0 
381,2017/5/8,国内,52,49,55,2017/5/8 12:20,2017/5/8 14:25,35,2,32,71,161,1.0 
382,2017/5/6,国内,33,79,49,2017/5/6 11:55,2017/5/6 15:35,68,2,91,0,161,1.0 
383,2017/5/5,国内,46,78,60,2017/5/5 8:45,2017/5/5 9:55,93,2,108,54,155,1.0 
384,2017/5/8,国内,46,78,60,2017/5/8 8:45,2017/5/8 9:55,103,2,46,86,161,1.0 
385,2017/5/8,国际,39,23,49,2017/5/8 9:20,2017/5/8 18:55,22,4,183,0,213,2.0 
386,2017/5/5,国际,39,23,49,2017/5/5 9:20,2017/5/5 18:55,3,4,178,0,255,2.0 
387,2017/5/6,国内,42,78,54,2017/5/6 13:10,2017/5/6 14:20,117,2,80,30,161,1.0 
388,2017/5/6,国内,42,54,50,2017/5/6 15:05,2017/5/6 17:15,117,2,138,30,161,1.0 
389,2017/5/5,国内,46,60,49,2017/5/5 10:50,2017/5/5 13:20,93,2,58,54,155,1.0 
390,2017/5/8,国内,46,60,49,2017/5/8 10:50,2017/5/8 13:20,103,2,44,86,161,1.0 
391,2017/5/5,国内,41,50,54,2017/5/5 8:05,2017/5/5 10:20,101,2,70,43,161,1.0 
392,2017/5/6,国内,41,50,54,2017/5/6 8:05,2017/5/6 10:20,117,2,91,62,161,1.0 
393,2017/5/8,国内,41,50,54,2017/5/8 8:05,2017/5/8 10:20,104,2,60,40,161,1.0 
394,2017/5/6,国内,45,49,60,2017/5/6 18:35,2017/5/6 21:10,58,2,40,69,161,1.0 
395,2017/5/8,国内,45,49,60,2017/5/8 18:35,2017/5/8 21:10,18,2,24,28,161,1.0 
396,2017/5/5,国内,49,60,76,2017/5/5 15:25,2017/5/5 17:20,48,2,84,19,161,1.0 
397,2017/5/6,国内,49,60,76,2017/5/6 15:25,2017/5/6 17:20,141,2,88,63,183,1.0 
398,2017/5/7,国内,49,60,76,2017/5/7 15:25,2017/5/7 17:20,37,2,83,37,161,1.0 
399,2017/5/8,国内,49,60,76,2017/5/8 15:25,2017/5/8 17:20,134,2,59,37,183,1.0 
400,2017/5/6,国内,55,76,57,2017/5/6 13:20,2017/5/6 15:55,76,2,53,91,161,1.0 
401,2017/5/6,国内,55,57,50,2017/5/6 16:55,2017/5/6 18:20,76,2,79,91,161,1.0 
402,2017/5/5,国内,64,57,50,2017/5/5 22:30,2017/5/5 23:50,73,2,144,21,161,1.0 
403,2017/5/6,国内,64,57,50,2017/5/6 22:30,2017/5/6 23:50,108,2,117,9,161,1.0 
404,2017/5/7,国内,64,57,50,2017/5/7 22:30,2017/5/7 23:50,63,2,46,31,161,1.0 
405,2017/5/8,国内,64,57,50,2017/5/8 22:30,2017/5/8 23:50,84,2,39,29,161,1.0 
406,2017/5/5,国内,54,50,57,2017/5/5 7:50,2017/5/5 9:15,39,2,74,41,161,1.0 
407,2017/5/6,国内,54,50,57,2017/5/6 7:50,2017/5/6 9:15,76,2,91,18,161,1.0 
408,2017/5/7,国内,54,50,57,2017/5/7 7:50,2017/5/7 9:15,39,2,42,2,161,1.0 
409,2017/5/8,国内,54,50,57,2017/5/8 7:50,2017/5/8 9:15,99,2,58,5,161,1.0 
410,2017/5/5,国内,63,50,57,2017/5/5 12:45,2017/5/5 14:10,81,2,83,27,161,1.0 
411,2017/5/6,国内,63,50,57,2017/5/6 12:45,2017/5/6 14:10,74,2,54,16,161,1.0 
412,2017/5/7,国内,63,50,57,2017/5/7 12:45,2017/5/7 14:10,117,2,48,37,161,1.0 
413,2017/5/8,国内,63,50,57,2017/5/8 12:45,2017/5/8 14:10,111,2,60,60,161,1.0 
414,2017/5/5,国内,54,57,76,2017/5/5 10:15,2017/5/5 12:35,39,2,81,41,161,1.0 
415,2017/5/6,国内,54,57,76,2017/5/6 10:15,2017/5/6 12:35,76,2,89,18,161,1.0 
416,2017/5/7,国内,54,57,76,2017/5/7 10:15,2017/5/7 12:35,39,2,91,2,161,1.0 
417,2017/5/8,国内,54,57,76,2017/5/8 10:15,2017/5/8 12:35,99,2,71,5,161,1.0 
418,2017/5/7,国内,55,76,57,2017/5/7 13:20,2017/5/7 15:55,39,2,85,41,161,1.0 
419,2017/5/5,国内,63,57,79,2017/5/5 15:10,2017/5/5 17:30,81,2,97,27,161,1.0 
420,2017/5/6,国内,63,57,79,2017/5/6 15:10,2017/5/6 17:30,74,2,79,16,161,1.0 
421,2017/5/7,国内,63,57,79,2017/5/7 15:10,2017/5/7 17:30,117,2,91,37,161,1.0 
422,2017/5/8,国内,63,57,79,2017/5/8 15:10,2017/5/8 17:30,111,2,63,60,161,1.0 
423,2017/5/7,国内,55,57,50,2017/5/7 16:55,2017/5/7 18:20,39,2,95,41,161,1.0 
424,2017/5/7,国际,61,1,49,2017/5/7 16:55,2017/5/8 6:10,20,4,212,0,213,2.0 
425,2017/5/5,国内,55,76,57,2017/5/5 13:20,2017/5/5 15:55,39,2,90,74,161,1.0 
426,2017/5/8,国内,55,76,57,2017/5/8 13:20,2017/5/8 15:55,99,2,64,24,161,1.0 
427,2017/5/5,国际,61,1,49,2017/5/5 16:55,2017/5/6 6:10,21,4,208,0,213,2.0 
428,2017/5/5,国内,55,57,50,2017/5/5 16:55,2017/5/5 18:20,39,2,90,74,161,1.0 
429,2017/5/8,国内,55,57,50,2017/5/8 16:55,2017/5/8 18:20,99,2,49,24,161,1.0 
430,2017/5/5,国内,64,79,57,2017/5/5 19:15,2017/5/5 21:30,73,2,127,21,161,1.0 
431,2017/5/6,国内,64,79,57,2017/5/6 19:15,2017/5/6 21:30,108,2,101,9,161,1.0 
432,2017/5/7,国内,64,79,57,2017/5/7 19:15,2017/5/7 21:30,63,2,76,31,161,1.0 
433,2017/5/8,国内,64,79,57,2017/5/8 19:15,2017/5/8 21:30,84,2,85,29,161,1.0 
434,2017/5/5,国内,53,55,49,2017/5/5 21:20,2017/5/5 23:30,64,2,45,116,161,1.0 
435,2017/5/8,国内,53,55,49,2017/5/8 21:20,2017/5/8 23:30,35,2,32,84,161,1.0 
436,2017/5/5,国内,76,49,56,2017/5/5 7:25,2017/5/5 8:50,7,2,71,36,161,1.0 
437,2017/5/6,国内,76,49,56,2017/5/6 7:25,2017/5/6 8:50,128,2,62,38,183,1.0 
438,2017/5/7,国内,76,49,56,2017/5/7 7:25,2017/5/7 8:50,142,2,91,42,183,1.0 
439,2017/5/8,国内,76,49,56,2017/5/8 7:25,2017/5/8 8:50,94,2,51,48,161,1.0 
440,2017/5/5,国内,69,57,77,2017/5/5 19:40,2017/5/5 22:25,132,2,108,43,183,1.0 
441,2017/5/6,国内,69,57,77,2017/5/6 19:40,2017/5/6 22:25,133,2,98,30,183,1.0 
442,2017/5/7,国内,69,57,77,2017/5/7 19:40,2017/5/7 22:25,132,2,101,36,183,1.0 
443,2017/5/8,国内,69,57,77,2017/5/8 19:40,2017/5/8 22:25,131,2,75,15,183,1.0 
444,2017/5/5,国内,71,49,79,2017/5/5 12:05,2017/5/5 15:35,37,2,63,97,161,1.0 
445,2017/5/6,国内,71,49,79,2017/5/6 12:05,2017/5/6 15:35,69,2,82,75,161,1.0 
446,2017/5/7,国内,71,49,79,2017/5/7 12:05,2017/5/7 15:35,135,2,44,102,183,1.0 
447,2017/5/8,国内,71,49,79,2017/5/8 12:05,2017/5/8 15:35,55,2,36,79,161,1.0 
448,2017/5/5,国内,77,76,56,2017/5/5 13:15,2017/5/5 16:00,7,2,79,21,161,1.0 
449,2017/5/7,国内,77,76,56,2017/5/7 13:15,2017/5/7 16:00,125,2,88,22,183,1.0 
450,2017/5/5,国内,77,56,49,2017/5/5 16:45,2017/5/5 18:10,7,2,101,21,161,1.0 
451,2017/5/7,国内,77,56,49,2017/5/7 16:45,2017/5/7 18:10,125,2,78,22,183,1.0 
452,2017/5/5,国内,78,52,79,2017/5/5 15:40,2017/5/5 18:20,73,2,104,51,161,1.0 
453,2017/5/6,国内,78,52,79,2017/5/6 15:40,2017/5/6 18:20,108,2,72,12,161,1.0 
454,2017/5/7,国内,78,52,79,2017/5/7 15:40,2017/5/7 18:20,63,2,84,32,161,1.0 
455,2017/5/8,国内,78,52,79,2017/5/8 15:40,2017/5/8 18:20,84,2,41,46,161,1.0 
456,2017/5/8,国内,77,76,56,2017/5/8 13:15,2017/5/8 16:00,94,2,59,30,161,1.0 
457,2017/5/5,国内,70,77,57,2017/5/5 9:05,2017/5/5 11:50,9,2,85,68,161,1.0 
458,2017/5/6,国内,70,77,57,2017/5/6 9:05,2017/5/6 11:50,132,2,83,36,183,1.0 
459,2017/5/7,国内,70,77,57,2017/5/7 9:05,2017/5/7 11:50,133,2,96,45,183,1.0 
460,2017/5/8,国内,70,77,57,2017/5/8 9:05,2017/5/8 11:50,1,2,100,48,183,1.0 
461,2017/5/7,国际,72,50,24,2017/5/7 21:45,2017/5/8 7:15,21,4,174,0,213,2.0 
462,2017/5/8,国内,77,56,49,2017/5/8 16:45,2017/5/8 18:10,94,2,39,30,161,1.0 
463,2017/5/5,国内,73,79,49,2017/5/5 15:25,2017/5/5 19:05,122,2,55,113,183,1.0 
464,2017/5/6,国内,73,79,49,2017/5/6 15:25,2017/5/6 18:55,126,2,26,131,183,1.0 
465,2017/5/7,国内,73,79,49,2017/5/7 15:25,2017/5/7 19:05,53,2,24,108,161,1.0 
466,2017/5/8,国内,73,79,49,2017/5/8 15:25,2017/5/8 18:55,122,2,19,91,183,1.0 
467,2017/5/5,国际,79,24,50,2017/5/5 9:15,2017/5/5 19:00,22,4,167,0,213,2.0 
468,2017/5/8,国际,79,24,50,2017/5/8 9:15,2017/5/8 19:00,21,4,185,0,213,2.0 
469,2017/5/5,国内,70,57,49,2017/5/5 13:00,2017/5/5 14:45,9,2,99,68,161,1.0 
470,2017/5/6,国内,70,57,49,2017/5/6 13:00,2017/5/6 14:45,132,2,86,36,183,1.0 
471,2017/5/7,国内,70,57,49,2017/5/7 13:00,2017/5/7 14:45,133,2,86,45,183,1.0 
472,2017/5/8,国内,70,57,49,2017/5/8 13:00,2017/5/8 15:00,1,2,71,48,183,1.0 
473,2017/5/6,国内,77,76,56,2017/5/6 13:15,2017/5/6 16:00,121,2,41,73,183,1.0 
474,2017/5/6,国内,77,56,49,2017/5/6 16:45,2017/5/6 18:10,121,2,56,73,183,1.0 
475,2017/5/5,国内,78,49,52,2017/5/5 13:10,2017/5/5 14:40,73,2,106,51,161,1.0 
476,2017/5/6,国内,78,49,52,2017/5/6 13:10,2017/5/6 14:40,108,2,60,12,161,1.0 
477,2017/5/7,国内,78,49,52,2017/5/7 13:10,2017/5/7 14:40,63,2,82,32,161,1.0 
478,2017/5/8,国内,78,49,52,2017/5/8 13:10,2017/5/8 14:40,84,2,81,46,161,1.0 
479,2017/5/5,国内,73,49,36,2017/5/5 20:10,2017/5/5 21:20,122,2,55,113,183,1.0 
480,2017/5/6,国内,73,49,36,2017/5/6 20:10,2017/5/6 21:20,126,2,6,131,183,1.0 
481,2017/5/7,国内,73,49,36,2017/5/7 20:10,2017/5/7 21:20,53,2,12,108,161,1.0 
482,2017/5/8,国内,73,49,36,2017/5/8 20:10,2017/5/8 21:20,122,2,11,91,183,1.0 
483,2017/5/5,国内,69,49,57,2017/5/5 16:50,2017/5/5 18:40,132,2,74,43,183,1.0 
484,2017/5/6,国内,69,49,57,2017/5/6 16:50,2017/5/6 18:40,133,2,87,30,183,1.0 
485,2017/5/7,国内,69,49,57,2017/5/7 16:50,2017/5/7 18:40,132,2,95,36,183,1.0 
486,2017/5/8,国内,69,49,57,2017/5/8 16:50,2017/5/8 18:40,131,2,64,15,183,1.0 
487,2017/5/5,国内,71,36,49,2017/5/5 9:45,2017/5/5 11:05,37,2,24,97,161,1.0 
488,2017/5/6,国内,71,36,49,2017/5/6 9:45,2017/5/6 11:05,69,2,27,75,161,1.0 
489,2017/5/7,国内,71,36,49,2017/5/7 9:45,2017/5/7 11:05,135,2,18,102,183,1.0 
490,2017/5/8,国内,71,36,49,2017/5/8 9:45,2017/5/8 11:05,55,2,45,79,161,1.0 
491,2017/5/5,国内,76,56,76,2017/5/5 9:35,2017/5/5 12:15,7,2,52,36,161,1.0 
492,2017/5/6,国内,76,56,76,2017/5/6 9:35,2017/5/6 12:15,128,2,67,38,183,1.0 
493,2017/5/7,国内,76,56,76,2017/5/7 9:35,2017/5/7 12:15,142,2,68,42,183,1.0 
494,2017/5/8,国内,76,56,76,2017/5/8 9:35,2017/5/8 12:15,94,2,57,48,161,1.0 
495,2017/5/5,国内,92,49,25,2017/5/5 21:30,2017/5/6 0:20,77,2,129,0,155,1.0 
496,2017/5/6,国内,92,49,25,2017/5/6 21:30,2017/5/7 0:20,91,2,91,0,155,1.0 
497,2017/5/7,国内,92,49,25,2017/5/7 21:30,2017/5/8 0:20,84,2,96,0,161,1.0 
498,2017/5/8,国内,92,49,25,2017/5/8 21:30,2017/5/9 0:20,71,2,91,0,161,1.0 
499,2017/5/6,国内,95,25,49,2017/5/6 18:55,2017/5/6 22:00,10,2,22,0,161,1.0 
500,2017/5/8,国内,95,25,49,2017/5/8 18:55,2017/5/8 22:00,17,2,39,0,161,1.0 
501,2017/5/6,国内,84,49,64,2017/5/6 12:20,2017/5/6 14:10,50,2,49,73,161,1.0 
502,2017/5/6,国内,96,50,25,2017/5/6 12:00,2017/5/6 15:00,22,4,135,0,213,1.0 
503,2017/5/7,国内,96,50,25,2017/5/7 12:00,2017/5/7 15:00,25,4,138,0,213,1.0 
504,2017/5/5,国内,80,52,49,2017/5/5 22:10,2017/5/5 23:40,81,2,39,54,161,1.0 
505,2017/5/8,国内,80,52,49,2017/5/8 22:10,2017/5/8 23:40,111,2,41,40,161,1.0 
